2025-11-24 07:12:12,487 [trainer.py] => config: exps/coscl_c100.json
2025-11-24 07:12:12,488 [trainer.py] => prefix: reproduce
2025-11-24 07:12:12,488 [trainer.py] => dataset: cifar100
2025-11-24 07:12:12,488 [trainer.py] => memory_size: 0
2025-11-24 07:12:12,488 [trainer.py] => memory_per_class: 0
2025-11-24 07:12:12,488 [trainer.py] => fixed_memory: False
2025-11-24 07:12:12,488 [trainer.py] => shuffle: True
2025-11-24 07:12:12,488 [trainer.py] => init_cls: 10
2025-11-24 07:12:12,488 [trainer.py] => increment: 10
2025-11-24 07:12:12,488 [trainer.py] => model_name: coscl
2025-11-24 07:12:12,488 [trainer.py] => backbone_type: coscl_net
2025-11-24 07:12:12,488 [trainer.py] => device: [device(type='cuda', index=0)]
2025-11-24 07:12:12,488 [trainer.py] => seed: 0
2025-11-24 07:12:12,488 [trainer.py] => batch_size: 256
2025-11-24 07:12:12,488 [trainer.py] => num_workers: 4
2025-11-24 07:12:12,488 [trainer.py] => coscl_lamb: 10000.0
2025-11-24 07:12:12,488 [trainer.py] => coscl_lamb1: 0.02
2025-11-24 07:12:12,488 [trainer.py] => coscl_s_gate: 100.0
2025-11-24 07:12:12,488 [trainer.py] => coscl_use_TG: False
2025-11-24 07:12:12,488 [trainer.py] => coscl_nepochs: 100
2025-11-24 07:12:12,488 [trainer.py] => coscl_lr: 0.001
2025-11-24 07:12:12,489 [trainer.py] => coscl_lr_min: 1e-06
2025-11-24 07:12:12,489 [trainer.py] => coscl_lr_factor: 3
2025-11-24 07:12:12,489 [trainer.py] => coscl_lr_patience: 5
2025-11-24 07:12:14,500 [data_manager.py] => [26, 86, 2, 55, 75, 93, 16, 73, 54, 95, 53, 92, 78, 13, 7, 30, 22, 24, 33, 8, 43, 62, 3, 71, 45, 48, 6, 99, 82, 76, 60, 80, 90, 68, 51, 27, 18, 56, 63, 74, 1, 61, 42, 41, 4, 15, 17, 40, 38, 5, 91, 59, 0, 34, 28, 50, 11, 35, 23, 52, 10, 31, 66, 57, 79, 85, 32, 84, 14, 89, 19, 29, 49, 97, 98, 69, 20, 94, 72, 77, 25, 37, 81, 46, 39, 65, 58, 12, 88, 70, 87, 36, 21, 83, 9, 96, 67, 64, 47, 44]
2025-11-24 07:12:15,148 [trainer.py] => All params: 0
2025-11-24 07:12:15,148 [trainer.py] => Trainable params: 0
2025-11-24 07:12:16,180 [coscl.py] => Initialized CoSCL model with 10 tasks
2025-11-24 07:12:19,875 [coscl.py] => Epoch 1/100 | Train: loss=2.280, acc=13.3% | Val: loss=2.066, acc=28.8% | lr=0.001000
2025-11-24 07:12:21,395 [coscl.py] => Epoch 2/100 | Train: loss=2.055, acc=26.8% | Val: loss=1.813, acc=37.2% | lr=0.001000
2025-11-24 07:12:23,287 [coscl.py] => Epoch 3/100 | Train: loss=1.911, acc=33.2% | Val: loss=1.681, acc=44.7% | lr=0.001000
2025-11-24 07:12:25,066 [coscl.py] => Epoch 4/100 | Train: loss=1.780, acc=39.1% | Val: loss=1.533, acc=47.1% | lr=0.001000
2025-11-24 07:12:26,601 [coscl.py] => Epoch 5/100 | Train: loss=1.685, acc=42.9% | Val: loss=1.453, acc=49.8% | lr=0.001000
2025-11-24 07:12:28,193 [coscl.py] => Epoch 6/100 | Train: loss=1.646, acc=44.2% | Val: loss=1.372, acc=52.0% | lr=0.001000
2025-11-24 07:12:29,832 [coscl.py] => Epoch 7/100 | Train: loss=1.599, acc=46.8% | Val: loss=1.376, acc=53.3% | lr=0.001000
2025-11-24 07:12:31,385 [coscl.py] => Epoch 8/100 | Train: loss=1.552, acc=49.1% | Val: loss=1.331, acc=53.8% | lr=0.001000
2025-11-24 07:12:32,909 [coscl.py] => Epoch 9/100 | Train: loss=1.519, acc=49.8% | Val: loss=1.277, acc=55.6% | lr=0.001000
2025-11-24 07:12:34,507 [coscl.py] => Epoch 10/100 | Train: loss=1.501, acc=50.5% | Val: loss=1.246, acc=56.6% | lr=0.001000
2025-11-24 07:12:36,155 [coscl.py] => Epoch 11/100 | Train: loss=1.474, acc=51.9% | Val: loss=1.235, acc=56.2% | lr=0.001000
2025-11-24 07:12:37,738 [coscl.py] => Epoch 12/100 | Train: loss=1.432, acc=53.6% | Val: loss=1.207, acc=57.6% | lr=0.001000
2025-11-24 07:12:39,375 [coscl.py] => Epoch 13/100 | Train: loss=1.433, acc=53.0% | Val: loss=1.195, acc=58.6% | lr=0.001000
2025-11-24 07:12:40,926 [coscl.py] => Epoch 14/100 | Train: loss=1.424, acc=53.5% | Val: loss=1.221, acc=57.3% | lr=0.001000
2025-11-24 07:12:42,447 [coscl.py] => Epoch 15/100 | Train: loss=1.406, acc=54.5% | Val: loss=1.125, acc=61.6% | lr=0.001000
2025-11-24 07:12:44,165 [coscl.py] => Epoch 16/100 | Train: loss=1.379, acc=55.6% | Val: loss=1.142, acc=60.7% | lr=0.001000
2025-11-24 07:12:45,691 [coscl.py] => Epoch 17/100 | Train: loss=1.365, acc=55.8% | Val: loss=1.102, acc=62.3% | lr=0.001000
2025-11-24 07:12:47,232 [coscl.py] => Epoch 18/100 | Train: loss=1.345, acc=55.6% | Val: loss=1.104, acc=62.1% | lr=0.001000
